CaseID,Activity,Duration,Duration Float,Time to conclusion,Passed Time,Step
Case 2775,Assign seriousness,1 days 16:22:37,1.6824,42.3202,-0.0,1
Case 2775,Resolve ticket,0 days 00:00:25,0.0003,42.3199,42.3199,2
Case 2775,Closed,42 days 07:40:37,42.3199,-0.0,42.3202,3
Case 2246,Assign seriousness,0 days 00:00:00,0.0,33.0053,0.0,1
Case 2246,Take in charge ticket,0 days 00:02:05,0.0014,33.0039,31.8067,2
Case 2246,Resolve ticket,1 days 04:43:58,1.1972,31.8067,33.0039,3
Case 2246,Closed,31 days 19:21:37,31.8067,0.0,33.0053,4
Case 1203,Assign seriousness,0 days 00:00:00,0.0,39.8811,0.0,1
Case 1203,Take in charge ticket,24 days 21:02:06,24.8765,15.0046,15.0001,2
Case 1203,Resolve ticket,0 days 00:06:25,0.0045,15.0001,15.0046,3
Case 1203,Closed,15 days 00:00:12,15.0001,0.0,39.8811,4
Case 2099,Assign seriousness,0 days 00:00:00,0.0,37.0036,0.0,1
Case 2099,Take in charge ticket,0 days 01:00:43,0.0422,36.9614,36.1881,2
Case 2099,Resolve ticket,0 days 18:33:34,0.7733,36.1881,36.9614,3
Case 2099,Closed,36 days 04:30:56,36.1881,0.0,37.0036,4
Case 855,Assign seriousness,0 days 00:00:00,0.0,33.0622,-0.0,1
Case 855,Take in charge ticket,17 days 05:34:29,17.2323,15.8299,15.0001,2
Case 855,Resolve ticket,0 days 19:54:59,0.8298,15.0001,15.8299,3
Case 855,Closed,15 days 00:00:12,15.0001,-0.0,33.0622,4
Case 3053,Assign seriousness,0 days 00:00:00,0.0,35.9847,0.0,1
Case 3053,Resolve ticket,3 days 19:05:15,3.7953,32.1894,15.0002,2
Case 3053,Take in charge ticket,0 days 06:29:25,0.2704,31.919,31.919,3
Case 3053,Resolve ticket,16 days 22:03:03,16.9188,15.0002,32.1894,4
Case 3053,Closed,15 days 00:00:16,15.0002,0.0,35.9847,5
Case 4287,Assign seriousness,5 days 18:29:33,5.7705,36.149,-0.0,1
Case 4287,Take in charge ticket,0 days 00:00:07,0.0001,36.1489,15.0002,2
Case 4287,Resolve ticket,21 days 03:34:09,21.1487,15.0002,36.1489,3
Case 4287,Closed,15 days 00:00:18,15.0002,-0.0,36.149,4
Case 2916,Assign seriousness,0 days 00:00:00,0.0,39.0042,-0.0,1
Case 2916,Take in charge ticket,2 days 00:13:41,2.0095,36.9947,15.0001,2
Case 2916,Resolve ticket,21 days 23:52:15,21.9946,15.0001,36.9947,3
Case 2916,Closed,15 days 00:00:11,15.0001,-0.0,39.0042,4
Case 4534,Assign seriousness,0 days 00:00:00,0.0,38.0026,0.0,1
Case 4534,Take in charge ticket,0 days 00:45:19,0.0315,37.9711,37.643,2
Case 4534,Resolve ticket,0 days 07:52:28,0.3281,37.643,37.9711,3
Case 4534,Closed,37 days 15:25:53,37.643,0.0,38.0026,4
Case 2334,Assign seriousness,0 days 00:00:00,0.0,38.9893,0.0,1
Case 2334,Take in charge ticket,14 days 04:42:47,14.1964,24.7929,15.0002,2
Case 2334,Resolve ticket,9 days 19:01:33,9.7927,15.0002,24.7929,3
Case 2334,Closed,15 days 00:00:20,15.0002,0.0,38.9893,4
Case 1970,Assign seriousness,0 days 00:00:00,0.0,37.0048,0.0,1
Case 1970,Take in charge ticket,0 days 07:11:16,0.2995,36.7053,36.6919,2
Case 1970,Resolve ticket,0 days 00:19:17,0.0134,36.6919,36.7053,3
Case 1970,Closed,36 days 16:36:20,36.6919,0.0,37.0048,4
Case 2545,Assign seriousness,0 days 00:00:00,0.0,37.0067,0.0,1
Case 2545,Take in charge ticket,0 days 00:00:17,0.0002,37.0065,36.2105,2
Case 2545,Resolve ticket,0 days 19:06:11,0.796,36.2105,37.0065,3
Case 2545,Closed,36 days 05:03:09,36.2105,0.0,37.0067,4
Case 3412,Assign seriousness,0 days 00:00:00,0.0,31.0043,0.0,1
Case 3412,Take in charge ticket,0 days 00:03:39,0.0025,31.0018,30.0255,2
Case 3412,Resolve ticket,0 days 23:25:54,0.9763,30.0255,31.0018,3
Case 3412,Closed,30 days 00:36:40,30.0255,0.0,31.0043,4
Case 2963,Assign seriousness,0 days 00:00:00,0.0,31.0043,0.0,1
Case 2963,Take in charge ticket,0 days 00:00:24,0.0003,31.004,29.8135,2
Case 2963,Resolve ticket,1 days 04:34:19,1.1905,29.8135,31.004,3
Case 2963,Closed,29 days 19:31:27,29.8135,0.0,31.0043,4
Case 719,Assign seriousness,0 days 00:00:00,0.0,59.045,0.0,1
Case 719,Take in charge ticket,0 days 01:02:05,0.0431,59.0019,53.0854,2
Case 719,Resolve ticket,5 days 21:59:47,5.9165,53.0854,59.0019,3
Case 719,Closed,53 days 02:03:02,53.0854,0.0,59.045,4
Case 4058,Assign seriousness,0 days 00:00:00,0.0,37.9533,0.0,1
Case 4058,Take in charge ticket,14 days 20:34:53,14.8576,23.0957,15.0002,2
Case 4058,Wait,8 days 02:01:17,8.0842,15.0115,15.0115,3
Case 4058,Resolve ticket,0 days 00:16:14,0.0113,15.0002,23.0957,4
Case 4058,Closed,15 days 00:00:20,15.0002,0.0,37.9533,5
Case 2031,Assign seriousness,0 days 00:00:00,0.0,37.0225,0.0,1
Case 2031,Take in charge ticket,6 days 23:17:07,6.9702,30.0523,15.0002,2
Case 2031,Resolve ticket,15 days 01:14:58,15.0521,15.0002,30.0523,3
Case 2031,Closed,15 days 00:00:13,15.0002,0.0,37.0225,4
Case 2127,Assign seriousness,0 days 00:00:00,0.0,31.0013,-0.0,1
Case 2127,Take in charge ticket,0 days 05:24:25,0.2253,30.776,24.9126,2
Case 2127,Resolve ticket,5 days 20:43:16,5.8634,24.9126,30.776,3
Case 2127,Closed,24 days 21:54:08,24.9126,-0.0,31.0013,4
Case 4005,Assign seriousness,0 days 00:00:00,0.0,31.2226,0.0,1
Case 4005,Take in charge ticket,12 days 05:33:35,12.2317,18.9909,17.1817,2
Case 4005,Wait,1 days 00:01:21,1.0009,17.99,17.99,3
Case 4005,Resolve ticket,0 days 19:24:00,0.8083,17.1817,18.9909,4
Case 4005,Closed,17 days 04:21:41,17.1817,0.0,31.2226,5
Case 1408,Assign seriousness,0 days 00:00:00,0.0,50.26,0.0,1
Case 1408,Take in charge ticket,2 days 07:04:04,2.2945,47.9655,30.0418,2
Case 1408,Resolve ticket,17 days 22:10:04,17.9237,30.0418,47.9655,3
Case 1408,Closed,30 days 01:00:15,30.0418,0.0,50.26,4
Case 3202,Assign seriousness,0 days 00:00:00,0.0,31.0071,-0.0,1
Case 3202,Take in charge ticket,1 days 01:46:26,1.0739,29.9332,28.8073,2
Case 3202,Resolve ticket,1 days 03:01:18,1.1259,28.8073,29.9332,3
Case 3202,Closed,28 days 19:22:31,28.8073,-0.0,31.0071,4
Case 2769,Assign seriousness,0 days 00:00:00,0.0,31.0038,0.0,1
Case 2769,Take in charge ticket,0 days 02:22:02,0.0986,30.9052,30.8777,2
Case 2769,Resolve ticket,0 days 00:39:33,0.0275,30.8777,30.9052,3
Case 2769,Closed,30 days 21:03:53,30.8777,0.0,31.0038,4
Case 3257,Assign seriousness,0 days 00:00:00,0.0,52.0287,0.0,1
Case 3257,Take in charge ticket,2 days 00:16:03,2.0111,50.0176,45.9162,2
Case 3257,Wait,0 days 02:53:35,0.1205,49.8971,49.8971,3
Case 3257,Resolve ticket,3 days 23:32:27,3.9809,45.9162,50.0176,4
Case 3257,Closed,45 days 21:59:24,45.9162,0.0,52.0287,5
Case 3420,Assign seriousness,0 days 00:00:00,0.0,44.0054,0.0,1
Case 3420,Take in charge ticket,12 days 01:15:42,12.0526,31.9528,30.1967,2
Case 3420,Resolve ticket,1 days 18:08:48,1.7561,30.1967,31.9528,3
Case 3420,Closed,30 days 04:43:19,30.1967,0.0,44.0054,4
Case 1157,Assign seriousness,0 days 00:00:00,0.0,44.0037,-0.0,1
Case 1157,Take in charge ticket,12 days 00:11:05,12.0077,31.996,30.3297,2
Case 1157,Resolve ticket,1 days 15:59:26,1.6663,30.3297,31.996,3
Case 1157,Closed,30 days 07:54:48,30.3297,-0.0,44.0037,4
Case 3612,Assign seriousness,0 days 00:00:00,0.0,33.0058,-0.0,1
Case 3612,Take in charge ticket,0 days 00:00:07,0.0001,33.0057,29.0121,2
Case 3612,Resolve ticket,3 days 23:50:46,3.9936,29.0121,33.0057,3
Case 3612,Closed,29 days 00:17:26,29.0121,-0.0,33.0058,4
Case 2653,Assign seriousness,0 days 00:00:00,0.0,37.2362,-0.0,1
Case 2653,Take in charge ticket,5 days 22:12:17,5.9252,31.311,15.0002,2
Case 2653,Resolve ticket,16 days 07:27:35,16.3108,15.0002,31.311,3
Case 2653,Closed,15 days 00:00:16,15.0002,-0.0,37.2362,4
Case 391,Assign seriousness,0 days 00:00:00,0.0,44.007,0.0,1
Case 391,Take in charge ticket,1 days 05:23:57,1.225,42.782,39.0551,2
Case 391,Resolve ticket,3 days 17:26:43,3.7269,39.0551,42.782,3
Case 391,Closed,39 days 01:19:23,39.0551,0.0,44.007,4
Case 4308,Assign seriousness,0 days 00:00:00,0.0,48.0474,0.0,1
Case 4308,Take in charge ticket,0 days 00:00:33,0.0004,48.047,48.0158,2
Case 4308,Resolve ticket,0 days 00:44:52,0.0312,48.0158,48.047,3
Case 4308,Closed,48 days 00:22:46,48.0158,0.0,48.0474,4
Case 1294,Assign seriousness,0 days 00:00:00,0.0,33.0035,0.0,1
Case 1294,Take in charge ticket,4 days 21:10:58,4.8826,28.1209,27.8832,2
Case 1294,Resolve ticket,0 days 05:42:14,0.2377,27.8832,28.1209,3
Case 1294,Closed,27 days 21:11:50,27.8832,0.0,33.0035,4
Case 637,Assign seriousness,0 days 00:00:00,0.0,48.0469,-0.0,1
Case 637,Take in charge ticket,5 days 18:12:24,5.7586,42.2883,34.1913,2
Case 637,Resolve ticket,8 days 02:19:45,8.097,34.1913,42.2883,3
Case 637,Closed,34 days 04:35:28,34.1913,-0.0,48.0469,4
Case 1525,Assign seriousness,0 days 00:00:00,0.0,50.0474,0.0,1
Case 1525,Resolve ticket,0 days 00:02:27,0.0017,50.0457,50.0457,2
Case 1525,Closed,50 days 01:05:52,50.0457,0.0,50.0474,3
Case 61,Assign seriousness,0 days 00:00:00,0.0,55.0459,0.0,1
Case 61,Take in charge ticket,0 days 00:13:33,0.0094,55.0365,54.7125,2
Case 61,Resolve ticket,0 days 07:46:34,0.324,54.7125,55.0365,3
Case 61,Closed,54 days 17:05:59,54.7125,0.0,55.0459,4
Case 4509,Assign seriousness,0 days 00:00:00,0.0,50.0447,0.0,1
Case 4509,Take in charge ticket,0 days 01:27:25,0.0607,49.984,49.9723,2
Case 4509,Resolve ticket,0 days 00:16:49,0.0117,49.9723,49.984,3
Case 4509,Closed,49 days 23:20:11,49.9723,0.0,50.0447,4
Case 2708,Assign seriousness,0 days 00:00:00,0.0,33.0016,-0.0,1
Case 2708,Take in charge ticket,4 days 22:50:09,4.9515,28.0501,27.9303,2
Case 2708,Resolve ticket,0 days 02:52:30,0.1198,27.9303,28.0501,3
Case 2708,Closed,27 days 22:19:36,27.9303,-0.0,33.0016,4
Case 4568,Assign seriousness,0 days 00:00:00,0.0,40.0059,0.0,1
Case 4568,Take in charge ticket,4 days 22:01:08,4.9175,35.0884,32.9988,2
Case 4568,Resolve ticket,2 days 02:09:00,2.0896,32.9988,35.0884,3
Case 4568,Closed,32 days 23:58:16,32.9988,0.0,40.0059,4
Case 3903,Assign seriousness,0 days 00:00:00,0.0,39.7736,0.0,1
Case 3903,Take in charge ticket,3 days 02:27:53,3.1027,36.6709,15.0003,2
Case 3903,Wait,0 days 00:40:06,0.0278,36.6431,34.9498,3
Case 3903,Take in charge ticket,1 days 16:38:23,1.6933,34.9498,36.6431,4
Case 3903,Resolve ticket,19 days 22:47:15,19.9495,15.0003,36.6709,5
Case 3903,Closed,15 days 00:00:22,15.0003,0.0,39.7736,6
Case 1337,Assign seriousness,0 days 00:00:00,0.0,40.0379,0.0,1
Case 1337,Take in charge ticket,25 days 00:52:38,25.0366,15.0013,15.0008,2
Case 1337,Resolve ticket,0 days 00:00:46,0.0005,15.0008,15.0013,3
Case 1337,Closed,15 days 00:01:08,15.0008,0.0,40.0379,4
Case 3895,Assign seriousness,0 days 00:00:00,0.0,42.7026,0.0,1
Case 3895,Take in charge ticket,6 days 22:28:19,6.9363,35.7663,31.6691,2
Case 3895,Wait,0 days 00:35:46,0.0248,35.7415,35.7415,3
Case 3895,Resolve ticket,4 days 01:44:15,4.0724,31.6691,35.7663,4
Case 3895,Closed,31 days 16:03:32,31.6691,0.0,42.7026,5
Case 3431,Assign seriousness,0 days 00:01:11,0.0008,32.0019,0.0,1
Case 3431,Take in charge ticket,0 days 00:19:54,0.0138,31.9881,31.7908,2
Case 3431,Resolve ticket,0 days 04:44:11,0.1973,31.7908,31.9881,3
Case 3431,Closed,31 days 18:58:41,31.7908,0.0,32.0019,4
Case 2324,Assign seriousness,0 days 00:00:00,0.0,33.1094,0.0,1
Case 2324,Take in charge ticket,9 days 02:54:22,9.1211,23.9883,15.0002,2
Case 2324,Resolve ticket,8 days 23:42:56,8.9881,15.0002,23.9883,3
Case 2324,Closed,15 days 00:00:15,15.0002,0.0,33.1094,4
Case 3929,Assign seriousness,0 days 00:00:00,0.0,33.0037,-0.0,1
Case 3929,Take in charge ticket,0 days 00:27:50,0.0193,32.9844,32.9839,2
Case 3929,Resolve ticket,0 days 00:00:40,0.0005,32.9839,32.9844,3
Case 3929,Closed,32 days 23:36:45,32.9839,-0.0,33.0037,4
Case 2406,Assign seriousness,0 days 00:00:00,0.0,31.0014,0.0,1
Case 2406,Resolve ticket,0 days 04:21:51,0.1818,30.8196,30.8196,2
Case 2406,Closed,30 days 19:40:16,30.8196,0.0,31.0014,3
Case 3984,Assign seriousness,0 days 00:00:00,0.0,32.9318,0.0,1
Case 3984,Take in charge ticket,1 days 19:53:14,1.8286,31.1032,15.0002,2
Case 3984,Resolve ticket,16 days 02:28:15,16.103,15.0002,31.1032,3
Case 3984,Closed,15 days 00:00:15,15.0002,0.0,32.9318,4
Case 2064,Assign seriousness,0 days 00:00:00,0.0,31.0052,0.0,1
Case 2064,Take in charge ticket,1 days 00:18:41,1.013,29.9922,28.7294,2
Case 2064,Resolve ticket,1 days 06:18:24,1.2628,28.7294,29.9922,3
Case 2064,Closed,28 days 17:30:21,28.7294,0.0,31.0052,4
Case 488,Assign seriousness,0 days 00:00:00,0.0,46.0483,0.0,1
Case 488,Take in charge ticket,6 days 05:52:50,6.245,39.8033,38.735,2
Case 488,Resolve ticket,1 days 01:38:20,1.0683,38.735,39.8033,3
Case 488,Closed,38 days 17:38:23,38.735,0.0,46.0483,4
Case 1661,Assign seriousness,0 days 00:00:00,0.0,31.0014,-0.0,1
Case 1661,Take in charge ticket,0 days 00:40:48,0.0283,30.9731,30.827,2
Case 1661,Resolve ticket,0 days 03:30:19,0.1461,30.827,30.9731,3
Case 1661,Closed,30 days 19:50:49,30.827,-0.0,31.0014,4
Case 2179,Assign seriousness,0 days 00:00:00,0.0,51.3569,-0.0,1
Case 2179,Take in charge ticket,10 days 00:22:52,10.0159,41.341,30.0419,2
Case 2179,Resolve ticket,11 days 07:10:45,11.2991,30.0419,41.341,3
Case 2179,Closed,30 days 01:00:19,30.0419,-0.0,51.3569,4
Case 2608,Assign seriousness,0 days 00:00:00,0.0,31.0034,0.0,1
Case 2608,Take in charge ticket,0 days 03:46:17,0.1571,30.8463,28.8489,2
Case 2608,Resolve ticket,1 days 23:56:16,1.9974,28.8489,30.8463,3
Case 2608,Closed,28 days 20:22:21,28.8489,0.0,31.0034,4
Case 3668,Assign seriousness,0 days 00:00:00,0.0,59.0456,0.0,1
Case 3668,Take in charge ticket,0 days 00:27:53,0.0194,59.0262,58.238,2
Case 3668,Resolve ticket,0 days 18:55:01,0.7882,58.238,59.0262,3
Case 3668,Closed,58 days 05:42:44,58.238,0.0,59.0456,4
Case 2055,Insert ticket,0 days 00:00:00,0.0,46.0485,0.0,1
Case 2055,Assign seriousness,0 days 18:39:39,0.7775,45.271,32.1207,2
Case 2055,Take in charge ticket,13 days 03:35:54,13.1499,32.1211,32.1211,3
Case 2055,Resolve ticket,0 days 00:00:31,0.0004,32.1207,45.271,4
Case 2055,Closed,32 days 02:53:49,32.1207,0.0,46.0485,5
Case 3791,Assign seriousness,0 days 00:00:00,0.0,53.0455,0.0,1
Case 3791,Take in charge ticket,0 days 15:50:51,0.6603,52.3852,46.0419,2
Case 3791,Resolve ticket,6 days 08:14:21,6.3433,46.0419,52.3852,3
Case 3791,Closed,46 days 01:00:21,46.0419,0.0,53.0455,4
Case 3576,Assign seriousness,0 days 00:00:00,0.0,50.0447,0.0,1
Case 3576,Take in charge ticket,0 days 00:07:53,0.0055,50.0392,50.0016,2
Case 3576,Resolve ticket,0 days 00:54:12,0.0376,50.0016,50.0392,3
Case 3576,Closed,50 days 00:02:20,50.0016,0.0,50.0447,4
Case 1004,Assign seriousness,0 days 00:00:00,0.0,31.001,0.0,1
Case 1004,Take in charge ticket,5 days 01:42:45,5.0714,25.9296,24.8623,2
Case 1004,Resolve ticket,1 days 01:36:57,1.0673,24.8623,25.9296,3
Case 1004,Closed,24 days 20:41:47,24.8623,0.0,31.001,4
Case 159,Assign seriousness,0 days 00:00:00,0.0,31.0065,0.0,1
Case 159,Take in charge ticket,0 days 00:34:28,0.0239,30.9826,24.7508,2
Case 159,Resolve ticket,6 days 05:33:46,6.2318,24.7508,30.9826,3
Case 159,Closed,24 days 18:01:08,24.7508,0.0,31.0065,4
Case 3047,Assign seriousness,0 days 00:00:00,0.0,31.0006,0.0,1
Case 3047,Take in charge ticket,0 days 00:00:53,0.0006,31.0,30.7401,2
Case 3047,Resolve ticket,0 days 06:14:17,0.2599,30.7401,31.0,3
Case 3047,Closed,30 days 17:45:41,30.7401,0.0,31.0006,4
Case 4228,Assign seriousness,0 days 00:00:00,0.0,42.9903,0.0,1
Case 4228,Take in charge ticket,15 days 04:34:28,15.1906,27.7997,15.0418,2
Case 4228,Wait,0 days 00:36:59,0.0257,27.774,27.774,3
Case 4228,Resolve ticket,12 days 17:34:24,12.7322,15.0418,27.7997,4
Case 4228,Closed,15 days 01:00:13,15.0418,0.0,42.9903,5
Case 413,Insert ticket,0 days 00:00:00,0.0,37.2618,-0.0,1
Case 413,Assign seriousness,1 days 23:34:33,1.9823,35.2795,15.0001,2
Case 413,Take in charge ticket,0 days 00:00:21,0.0002,35.2793,35.2793,3
Case 413,Resolve ticket,20 days 06:42:07,20.2792,15.0001,35.2795,4
Case 413,Closed,15 days 00:00:07,15.0001,-0.0,37.2618,5
Case 4085,Assign seriousness,0 days 04:24:58,0.184,30.8226,0.0,1
Case 4085,Resolve ticket,0 days 00:02:01,0.0014,30.8212,30.8212,2
Case 4085,Closed,30 days 19:42:30,30.8212,0.0,30.8226,3
Case 1458,Assign seriousness,0 days 00:00:00,0.0,31.0015,0.0,1
Case 1458,Resolve ticket,0 days 05:37:44,0.2345,30.767,30.767,2
Case 1458,Closed,30 days 18:24:25,30.767,0.0,31.0015,3
Case 2762,Assign seriousness,0 days 00:00:00,0.0,31.0002,0.0,1
Case 2762,Take in charge ticket,6 days 17:17:04,6.7202,24.28,19.0156,2
Case 2762,Resolve ticket,5 days 06:20:43,5.2644,19.0156,24.28,3
Case 2762,Closed,19 days 00:22:26,19.0156,0.0,31.0002,4
Case 4368,Assign seriousness,0 days 00:00:00,0.0,31.0062,-0.0,1
Case 4368,Take in charge ticket,5 days 17:55:09,5.7466,25.2596,25.2554,2
Case 4368,Resolve ticket,0 days 00:06:04,0.0042,25.2554,25.2596,3
Case 4368,Closed,25 days 06:07:47,25.2554,-0.0,31.0062,4
Case 3987,Assign seriousness,0 days 16:58:10,0.7071,43.3395,0.0,1
Case 3987,Take in charge ticket,0 days 01:08:37,0.0477,43.2918,43.2917,2
Case 3987,Resolve ticket,0 days 00:00:10,0.0001,43.2917,43.2918,3
Case 3987,Closed,43 days 07:00:05,43.2917,0.0,43.3395,4
Case 2526,Assign seriousness,0 days 00:00:00,0.0,34.8802,0.0,1
Case 2526,Take in charge ticket,1 days 21:31:57,1.8972,32.983,20.1964,2
Case 2526,Wait,2 days 22:55:06,2.9549,30.0281,30.0281,3
Case 2526,Resolve ticket,9 days 19:57:37,9.8317,20.1964,32.983,4
Case 2526,Closed,20 days 04:42:50,20.1964,0.0,34.8802,5
Case 668,Assign seriousness,0 days 00:00:00,0.0,35.0023,0.0,1
Case 668,Take in charge ticket,0 days 08:32:58,0.3562,34.6461,33.8997,2
Case 668,Resolve ticket,0 days 17:54:50,0.7464,33.8997,34.6461,3
Case 668,Closed,33 days 21:35:36,33.8997,0.0,35.0023,4
Case 2009,Assign seriousness,0 days 00:00:00,0.0,59.0475,0.0,1
Case 2009,Take in charge ticket,0 days 00:12:16,0.0085,59.039,58.7132,2
Case 2009,Resolve ticket,0 days 07:49:10,0.3258,58.7132,59.039,3
Case 2009,Closed,58 days 17:06:57,58.7132,0.0,59.0475,4
Case 2017,Assign seriousness,0 days 00:00:00,0.0,48.044,0.0,1
Case 2017,Take in charge ticket,0 days 06:02:07,0.2515,47.7925,40.9357,2
Case 2017,Resolve ticket,6 days 20:33:48,6.8568,40.9357,47.7925,3
Case 2017,Closed,40 days 22:27:27,40.9357,0.0,48.044,4
Case 578,Assign seriousness,0 days 00:00:00,0.0,33.0069,0.0,1
Case 578,Resolve ticket,3 days 23:32:13,3.9807,29.0262,29.0262,2
Case 578,Closed,29 days 00:37:48,29.0262,0.0,33.0069,3
Case 400,Assign seriousness,0 days 00:00:00,0.0,48.0468,0.0,1
Case 400,Take in charge ticket,5 days 21:55:29,5.9135,42.1333,35.8506,2
Case 400,Resolve ticket,6 days 06:47:07,6.2827,35.8506,42.1333,3
Case 400,Closed,35 days 20:24:56,35.8506,0.0,48.0468,4
Case 4494,Assign seriousness,0 days 00:00:00,0.0,59.0454,0.0,1
Case 4494,Take in charge ticket,3 days 22:14:09,3.9265,55.1189,55.0461,2
Case 4494,Resolve ticket,0 days 01:44:53,0.0728,55.0461,55.1189,3
Case 4494,Closed,55 days 01:06:21,55.0461,0.0,59.0454,4
Case 2154,Assign seriousness,0 days 00:00:00,0.0,33.0015,0.0,1
Case 2154,Resolve ticket,3 days 22:33:42,3.9401,29.0614,29.0614,2
Case 2154,Closed,29 days 01:28:25,29.0614,0.0,33.0015,3
Case 1712,Assign seriousness,0 days 00:00:00,0.0,48.0432,0.0,1
Case 1712,Take in charge ticket,0 days 00:36:37,0.0254,48.0178,47.1794,2
Case 1712,Resolve ticket,0 days 20:07:17,0.8384,47.1794,48.0178,3
Case 1712,Closed,47 days 04:18:24,47.1794,0.0,48.0432,4
Case 2724,Assign seriousness,0 days 00:00:00,0.0,33.0497,0.0,1
Case 2724,Take in charge ticket,4 days 19:27:12,4.8106,28.2391,27.0646,2
Case 2724,Wait,1 days 03:03:52,1.1277,27.1114,27.1114,3
Case 2724,Resolve ticket,0 days 01:07:24,0.0468,27.0646,28.2391,4
Case 2724,Closed,27 days 01:32:59,27.0646,0.0,33.0497,5
Case 4436,Assign seriousness,0 days 00:00:00,0.0,48.0449,0.0,1
Case 4436,Take in charge ticket,3 days 06:32:29,3.2726,44.7723,40.7572,2
Case 4436,Resolve ticket,2 days 19:03:37,2.7942,41.9781,41.9492,3
Case 4436,Take in charge ticket,0 days 00:41:33,0.0289,41.9492,41.9781,4
Case 4436,Resolve ticket,1 days 04:36:29,1.192,40.7572,44.7723,5
Case 4436,Closed,40 days 18:10:18,40.7572,0.0,48.0449,6
Case 816,Assign seriousness,0 days 00:00:00,0.0,55.3216,0.0,1
Case 816,Take in charge ticket,5 days 01:54:00,5.0792,50.2424,16.9713,2
Case 816,Wait,8 days 22:58:06,8.957,41.2854,41.2854,3
Case 816,Resolve ticket,24 days 07:32:21,24.3141,16.9713,50.2424,4
Case 816,Closed,16 days 23:18:42,16.9713,0.0,55.3216,5
Case 3042,Assign seriousness,0 days 00:00:00,0.0,44.0486,0.0,1
Case 3042,Take in charge ticket,2 days 21:16:19,2.8863,41.1623,37.8416,2
Case 3042,Resolve ticket,3 days 07:41:47,3.3207,37.8416,41.1623,3
Case 3042,Closed,37 days 20:11:52,37.8416,0.0,44.0486,4
Case 95,Assign seriousness,0 days 00:00:00,0.0,31.0023,0.0,1
Case 95,Take in charge ticket,3 days 03:27:18,3.144,27.8583,27.0563,2
Case 95,Resolve ticket,0 days 19:14:51,0.802,27.0563,27.8583,3
Case 95,Closed,27 days 01:21:04,27.0563,0.0,31.0023,4
Case 486,Assign seriousness,0 days 00:00:00,0.0,44.0491,0.0,1
Case 486,Take in charge ticket,0 days 00:00:58,0.0007,44.0484,44.0443,2
Case 486,Resolve ticket,0 days 00:05:54,0.0041,44.0443,44.0484,3
Case 486,Closed,44 days 01:03:46,44.0443,0.0,44.0491,4
Case 1656,Assign seriousness,0 days 00:00:00,0.0,46.048,0.0,1
Case 1656,Resolve ticket,0 days 17:51:03,0.7438,45.3042,45.3042,2
Case 1656,Closed,45 days 07:17:59,45.3042,0.0,46.048,3
Case 4323,Assign seriousness,0 days 00:00:00,0.0,35.9394,0.0,1
Case 4323,Take in charge ticket,3 days 16:44:54,3.6978,32.2416,21.1402,2
Case 4323,Wait,6 days 05:50:07,6.2431,25.9985,25.9985,3
Case 4323,Resolve ticket,4 days 20:35:54,4.8583,21.1402,32.2416,4
Case 4323,Closed,21 days 03:21:49,21.1402,0.0,35.9394,5
Case 1095,Assign seriousness,2 days 00:26:28,2.0184,44.0309,0.0,1
Case 1095,Resolve ticket,0 days 00:00:09,0.0001,44.0308,44.0308,2
Case 1095,Closed,44 days 00:44:23,44.0308,0.0,44.0309,3
Case 542,Assign seriousness,0 days 00:00:00,0.0,44.0471,0.0,1
Case 542,Take in charge ticket,0 days 00:33:02,0.0229,44.0242,43.2598,2
Case 542,Resolve ticket,0 days 18:20:47,0.7644,43.2598,44.0242,3
Case 542,Closed,43 days 06:14:11,43.2598,0.0,44.0471,4
Case 1921,Assign seriousness,0 days 00:00:00,0.0,31.0059,0.0,1
Case 1921,Take in charge ticket,9 days 00:43:53,9.0305,21.9754,21.9298,2
Case 1921,Resolve ticket,0 days 01:05:40,0.0456,21.9298,21.9754,3
Case 1921,Closed,21 days 22:18:52,21.9298,0.0,31.0059,4
Case 3934,Assign seriousness,0 days 00:00:00,0.0,31.0038,0.0,1
Case 3934,Resolve ticket,0 days 07:28:32,0.3115,30.6923,30.6923,2
Case 3934,Closed,30 days 16:36:51,30.6923,0.0,31.0038,3
Case 945,Assign seriousness,0 days 00:27:13,0.0189,46.0263,0.0,1
Case 945,Take in charge ticket,0 days 02:38:43,0.1102,45.9161,44.8301,2
Case 945,Resolve ticket,1 days 02:03:47,1.086,44.8301,45.9161,3
Case 945,Closed,44 days 19:55:22,44.8301,0.0,46.0263,4
Case 2427,Assign seriousness,0 days 00:00:00,0.0,31.0023,0.0,1
Case 2427,Take in charge ticket,3 days 01:43:11,3.0717,27.9306,21.142,2
